72489	10.769448	0.201870	1
45761	13.414703	0.527314	3
87136	13.284174	0.666111	1
34881	4.358807	0.794823	3
53914	3.701578	0.625223	1
43808	1.220613	0.312655	1
28113	11.812051	1.084250	3
59046	8.975760	0.604134	1
19386	1.724344	1.529947	2
39492	8.984793	1.395782	3
36394	4.724838	0.330401	1
32610	7.876547	0.876213	3
43927	10.524618	0.505989	3
74057	13.159055	1.616156	1
29804	6.166380	0.572226	3
38787	3.299114	1.063679	1
88560	19.180197	0.840423	1
34062	9.625278	1.318265	3
27261	7.598167	1.630753	3
35139	11.937976	0.071054	3
87133	17.190213	1.542248	1
48538	2.553565	0.993411	1
55477	2.491215	1.265851	1
45963	11.478958	1.412965	3
10185	0.000000	0.241821	2
23220	1.514276	0.711591	1
70724	7.108261	0.769513	1
56044	3.469209	1.004206	1
6482	1.056287	0.212209	2
14239	3.532686	1.354485	2
53483	4.068523	1.561880	1
7019	0.482043	0.041557	2
73474	8.604565	0.785600	1
57117	7.974700	1.336235	3
6667	0.061471	1.008656	2
33427	13.973029	1.421981	3
12247	7.300561	1.425142	2
41690	10.317463	1.384028	3
32087	2.843355	0.438610	1
73067	9.046540	0.393275	1
51555	4.646064	0.197850	1
30896	2.752688	1.047171	1
62889	5.358255	0.831345	1
49448	3.436870	1.243142	1
7058	4.696008	1.569136	2
50990	5.529931	1.408349	1
34593	0.662709	1.395778	1
90323	17.034988	0.606877	1
65594	9.560066	1.226532	1
7134	0.715033	0.754417	2
13286	4.620978	0.609195	2
41203	3.130003	0.463246	1
712	6.905162	0.353103	2
47588	10.381925	1.500657	3
4269	5.660252	0.371775	2
26147	3.003363	1.546717	1
57938	4.386336	0.991512	1
2078	8.161593	0.310395	2
22987	11.901564	1.083323	3
4692	3.652027	1.304691	2
72306	9.208901	0.006944	1
18702	0.000000	1.496290	2
12597	4.601977	0.676496	2
51774	3.494956	1.441701	1
37961	14.420628	0.605975	3
12722	3.639081	0.215558	2
65289	9.642265	1.418187	1
0	1.053767	0.151420	2
10837	0.000000	0.648992	2
56387	2.964019	0.511718	1
71088	9.748608	1.396396	1
54124	4.795815	1.280864	1
7940	1.596063	0.144617	2
8794	2.279789	0.359819	2
40097	4.796755	0.362835	1
9811	5.032325	0.980297	2
14115	9.183992	0.440500	3
48854	4.275388	0.897118	1
57300	7.591295	0.969298	1
29073	10.119136	0.105073	3
6698	2.932861	0.987404	2
44568	12.333512	0.086667	3
76654	13.384090	1.651902	1
73036	16.153227	1.563570	1
13161	0.000000	0.387671	2
12333	0.475566	1.179798	2
55151	3.586908	1.157592	1
9785	4.291173	1.121912	2
17961	7.818455	1.167436	3
12512	3.556701	0.443484	2
28357	10.612404	0.841031	3
28745	9.904511	0.964575	3
12480	0.268205	0.803831	2
45868	12.030174	0.847348	3
50379	5.249123	1.544853	1
75908	11.540741	1.277433	1
74261	12.317499	0.481111	1
38399	6.961665	1.548123	3
58413	5.962450	1.466868	1
14374	5.957245	0.957344	2
26449	2.038684	0.826629	1
3130	4.210134	0.141123	2
36132	10.652713	1.231692	3
4379	0.000000	1.266846	2
5861	5.968161	0.521716	2
42075	7.437440	0.164288	3
27379	1.135653	1.652169	1
47865	9.915455	1.285083	3
69375	12.382929	1.297472	1
5381	4.366556	0.232701	2
11726	0.256213	1.388497	2
69889	10.309070	0.222486	1
10969	4.472230	0.997910	2
34563	8.237829	0.343380	3
38599	10.388002	1.430855	3
34597	1.158809	1.531321	1
22090	3.189690	0.803038	2
82488	10.291885	1.218516	1
50499	13.692221	1.575423	3
15332	4.893657	1.619249	2
34726	1.642473	1.375733	1
15789	6.958204	0.168584	2
37764	0.000000	0.133603	1
27026	9.999315	1.225675	3
10172	3.358611	1.300836	2
34698	13.425792	1.091330	3
38481	14.538399	0.383185	3
19018	13.903077	1.583520	3
7019	3.354517	1.285834	2
19857	11.515436	0.196111	3
56384	1.303330	1.693044	1
34960	5.062638	1.130113	1
42130	1.929832	1.356979	1
22173	2.474810	0.623606	1
12962	0.279366	0.895777	2
27743	5.274187	1.177979	3
71050	10.329195	0.280490	1
10704	2.171917	0.300953	2
58664	2.780425	0.874414	1
42880	11.658271	1.580876	3
38391	3.694518	0.796755	1
35254	11.747152	0.000823	3
10241	4.905814	1.446644	2
34458	9.554134	0.524777	3
5915	2.292303	0.293754	2
71558	5.598202	1.129302	1
43164	8.916638	0.235397	3
56227	2.714013	1.384609	1
12211	6.300746	0.239800	2
37940	2.945985	0.442188	1
10796	3.106695	1.495469	2
43423	9.628761	1.040052	3
13392	4.534301	1.345563	2
16517	11.327090	0.560062	3
23107	2.141948	0.183446	1
6729	1.411478	1.676357	2
76880	14.419867	1.510877	1
64414	4.999028	0.289360	1
5775	1.578109	0.563386	2
19340	7.724821	1.143253	3
37307	2.306041	1.027230	1
4068	5.037901	1.505355	2
8160	4.323262	0.522115	2
45393	11.988805	0.252655	3
33805	1.961969	0.368701	1
38241	5.522058	0.856744	1
41949	10.935678	0.780713	3
22347	0.626437	1.281771	1
45314	0.753356	0.675255	1
46599	9.491516	1.492715	3
57698	5.211173	0.288422	1
33210	12.641363	1.407570	3
71435	4.784359	0.219237	1
74136	5.507079	1.691034	1
41337	3.945282	1.197159	1
31777	9.580571	1.373598	3
15180	1.101170	1.689578	2
34623	4.122248	0.549940	1
32003	9.631950	1.024019	3
35725	4.294059	0.339283	1
7014	3.075713	1.684140	2
38094	1.014384	1.550365	1
55718	7.371946	1.323060	3
10774	9.028424	1.123891	2
33509	8.974998	0.978445	3
5201	9.408066	0.812288	2
36811	10.256263	0.160821	3
38042	10.292216	1.302782	3
28435	9.280234	0.831537	3
